,release_date,tmdb_id,name,countries,box_office_revenue,genres,composers
6915,1999,10388.0,The Limey,['United States of America'],3204663.0,"['Thriller', 'Crime Fiction', 'Indie', 'Crime Drama', 'Drama', 'Crime Thriller', 'Action']","[Composer(id=8377, name='Cliff Martinez', birthday='1954-02-05', gender=2, homepage=None, place_of_birth='The Bronx, New York, USA', date_first_appearance='1989-08-04')]"
6916,1935,3080.0,Top Hat,['United States of America'],3202000.0,"['Romantic comedy', 'Screwball comedy', 'Black-and-white', 'Musical comedy', 'Musical', 'Comedy', 'Romance Film']",
6917,2002,39141.0,Tadpole,['United States of America'],3200241.0,"['Romantic comedy', 'Sex comedy', 'Indie', 'Coming of age', 'Comedy', 'Romance Film']","[Composer(id=1749187, name='Renaud Pion', birthday=None, gender=0, homepage=None, place_of_birth=None, date_first_appearance='2002-07-19')]"
6918,1954,65212.0,The Silver Chalice,['United States of America'],3200000.0,"['Christian film', 'Drama', 'Epic', 'Adventure']","[Composer(id=8619, name='Franz Waxman', birthday='1906-12-24', gender=2, homepage=None, place_of_birth='Königshütte, Upper Silesia, Germany [now Chorzów, Slaskie, Poland]', date_first_appearance='1930-12-15')]"
6919,1952,3109.0,The Quiet Man,['United States of America'],3200000.0,"['Romantic comedy', 'Comedy-drama', 'Romance Film', 'Drama', 'Comedy']","[Composer(id=26026, name='Victor Young', birthday='1900-08-08', gender=2, homepage=None, place_of_birth='Chicago, Illinois, USA', date_first_appearance='1935-01-01')]"
6920,1949,29885.0,The Barkleys of Broadway,['United States of America'],3200000.0,"['Romantic comedy', 'Musical', 'Musical comedy', 'Romance Film', 'Comedy']","[Composer(id=95665, name='Lennie Hayton', birthday='1908-02-13', gender=2, homepage=None, place_of_birth='New York City, New York, USA', date_first_appearance='1941-05-23')]"
6921,1983,11314.0,Koyaanisqatsi,['United States of America'],3200000.0,"['Culture & Society', 'Environmental Science', 'Indie', 'Experimental film', 'Social issues', 'Essay Film', 'Avant-garde', 'Documentary']","[Composer(id=1551, name='Philip Glass', birthday='1937-01-31', gender=2, homepage='https://philipglass.com/', place_of_birth='Baltimore, Maryland, USA', date_first_appearance='1968-11-01')]"
6922,1956,42658.0,Helen of Troy,"['United States of America', 'France', 'Italy']",3200000.0,"['Adventure', 'Epic', 'Action/Adventure', 'Drama', 'War film', 'Romance Film', 'Action']","[Composer(id=3249, name='Max Steiner', birthday='1888-05-10', gender=2, homepage=None, place_of_birth='Vienna, Austria-Hungary [now Austria]', date_first_appearance='1929-09-14')]"
6923,1933,31511.0,Gold Diggers of 1933,['United States of America'],3200000.0,"['Musical', 'Pre-Code', 'Comedy of Errors', 'Black-and-white', 'Musical comedy']","[Composer(id=1147115, name='Harry Warren', birthday='1893-12-24', gender=2, homepage=None, place_of_birth='Brooklyn, New York, USA', date_first_appearance='1933-03-11'), Composer(id=1419678, name='Al Dubin', birthday=None, gender=0, homepage=None, place_of_birth=None, date_first_appearance='1933-03-11')]"
6924,1977,66092.0,I Never Promised You a Rose Garden,['United States of America'],3200000.0,['Drama'],
6925,2006,14784.0,The Fall,"['United States of America', 'India', 'United Kingdom']",3199759.0,"['Drama', 'Period piece', 'Fantasy', 'Adventure']","[Composer(id=565140, name='Krishna Levy', birthday=None, gender=2, homepage=None, place_of_birth=None, date_first_appearance='1996-05-01')]"
6926,2004,12086.0,Machuca,"['France', 'Spain', 'Chile', 'United Kingdom']",3187700.0,"['World cinema', 'Period piece', 'Coming of age', 'Drama', 'Biographical film', 'Political drama']","[Composer(id=1090650, name='Miguel Miranda', birthday=None, gender=2, homepage='http://mirandaytobar.cl/', place_of_birth=None, date_first_appearance='1994-01-13')]"
6927,2009,23512.0,The Boys Are Back,"['Australia', 'New Zealand']",3185839.0,"['Inspirational Drama', 'Family Drama', 'Drama', 'World cinema', 'Film adaptation']","[Composer(id=108316, name='Hal Lindes', birthday='1953-06-30', gender=2, homepage=None, place_of_birth='Monterey, California, USA', date_first_appearance='1994-03-26')]"
6928,1988,14911.0,Bat*21,['United States of America'],3184348.0,"['Action/Adventure', 'Action', 'Drama', 'War film']","[Composer(id=19155, name='Christopher Young', birthday='1957-04-28', gender=2, homepage=None, place_of_birth='Redbank, New Jersey, USA', date_first_appearance='1982-04-02')]"
6929,2011,78480.0,Monsieur Lazhar,['Canada'],3183635.0,"['Comedy film', 'Drama']",
6930,1994,39473.0,Silent Fall,['United States of America'],3180674.0,"['Thriller', 'Mystery', 'Drama', 'Psychological thriller']",
6931,1982,65452.0,Penitentiary 2,['United States of America'],3178542.0,"['Thriller', 'Crime Fiction', 'Crime Drama', 'Action/Adventure', 'Blaxploitation', 'Action', 'Prison']",
6932,2001,9081.0,Waking Life,['United States of America'],3176880.0,"['Ensemble Film', 'Experimental film', 'Animation', 'Mystery', 'Fantasy', 'Drama', 'Avant-garde']","[Composer(id=56936, name='Glover Gill', birthday=None, gender=2, homepage=None, place_of_birth=None, date_first_appearance='2001-10-19')]"
6933,2008,13990.0,The Wackness,['United States of America'],3175469.0,"['Romantic comedy', 'Indie', 'Drama', 'Comedy', 'Romance Film', 'Stoner film']","[Composer(id=50772, name='David Torn', birthday='1953-05-26', gender=2, homepage=None, place_of_birth=None, date_first_appearance='2003-09-05')]"
6934,1989,24254.0,Rude Awakening,['United States of America'],3169719.0,['Comedy'],"[Composer(id=66992, name='Jonathan Elias', birthday=None, gender=2, homepage=None, place_of_birth=None, date_first_appearance='1984-03-09')]"
6935,2011,82477.0,Countdown,['South Korea'],3168201.0,"['Thriller', 'Action', 'Adventure']","[Composer(id=69085, name='Dalpalan', birthday='1966-07-16', gender=2, homepage=None, place_of_birth='Seoul, South Korea', date_first_appearance='1997-08-02'), Composer(id=69086, name='Jang Young-gyu', birthday=None, gender=2, homepage=None, place_of_birth='South Korea', date_first_appearance='2002-11-22')]"
6936,2004,291.0,Riding Giants,"['United States of America', 'France']",3166000.0,"['Sports', 'History', 'Biography', 'Extreme Sports', 'Documentary']",
6937,1936,14588.0,After the Thin Man,['United States of America'],3165000.0,"['Crime Fiction', 'Thriller', 'Detective fiction', 'Detective', 'Screwball comedy', 'Comedy Thriller', 'Black-and-white', 'Mystery', 'Comedy', 'Crime Thriller']","[Composer(id=72066, name='Herbert Stothart', birthday='1885-09-11', gender=2, homepage=None, place_of_birth='Milwaukee, Wisconsin, USA', date_first_appearance='1930-05-31'), Composer(id=101711, name='Edward Ward', birthday='1900-04-03', gender=2, homepage=None, place_of_birth='St. Louis, Missouri, USA', date_first_appearance='1932-12-25')]"
6938,2004,72272.0,The Bridesmaid,"['France', 'Germany']",3162662.0,"['Thriller', 'Romance Film', 'Drama', 'World cinema']","[Composer(id=19167, name='Matthieu Chabrol', birthday='1956-12-21', gender=2, homepage=None, place_of_birth=None, date_first_appearance='1975-01-15')]"
6939,1939,31685.0,The Hunchback of Notre Dame,['United States of America'],3155000.0,"['Costume drama', 'Drama', 'Black-and-white', 'Film adaptation']","[Composer(id=8503, name='Alfred Newman', birthday='1901-03-17', gender=2, homepage=None, place_of_birth='New Haven, Connecticut, USA', date_first_appearance='1931-01-04')]"
6940,2005,8923.0,Green Street,"['United States of America', 'United Kingdom']",3154346.0,"['Sports', 'Crime Fiction', 'Drama']","[Composer(id=47927, name='Christopher Franke', birthday='1953-04-06', gender=2, homepage='http://www.christopherfranke.com/', place_of_birth='Berlin, Germany', date_first_appearance='1977-06-24')]"
6941,2006,117260.0,Traces of Love,['South Korea'],3153324.0,"['Tragedy', 'Drama']",
6942,1994,2292.0,Clerks.,['United States of America'],3151130.0,"['Buddy film', 'Indie', 'Black-and-white', 'Cult', 'Drama', 'Comedy']",
6943,2010,44363.0,Frozen,['United States of America'],3151086.0,"['Thriller', 'Drama', 'Horror', 'Indie', 'Psychological thriller']",
6944,1947,11881.0,Miracle on 34th Street,['United States of America'],3150000.0,"['Christmas movie', 'Fantasy']","[Composer(id=14647, name='Cyril J. Mockridge', birthday='1896-08-06', gender=2, homepage=None, place_of_birth=None, date_first_appearance='1935-12-27')]"
6945,1984,75877.0,Los santos inocentes,['Spain'],3149062.0,['Drama'],"[Composer(id=72894, name='Antón García Abril', birthday='1933-05-19', gender=2, homepage=None, place_of_birth='Teruel, Aragón, Spain', date_first_appearance='1959-11-02')]"
6946,2011,62046.0,Flypaper,['United States of America'],3142154.0,"['Crime Fiction', 'Heist', 'Screwball comedy', 'Action/Adventure', 'Comedy', 'Romance Film', 'Action', 'Romantic comedy']",
6947,2001,354817.0,One Man Show,['India'],3140000.0,"['Comedy film', 'Drama']",
6948,2006,19271.0,Boytown,['Australia'],3135972.0,['Comedy'],
6949,1994,50463.0,The Favor,['United States of America'],3134081.0,"['Romantic comedy', 'Indie', 'Drama', 'Comedy', 'Romantic drama', 'Romance Film']","[Composer(id=153, name='Thomas Newman', birthday='1955-10-20', gender=2, homepage=None, place_of_birth='Los Angeles, California, USA', date_first_appearance='1984-02-03')]"
6950,1993,31911.0,Mr. Wonderful,['United States of America'],3125424.0,"['Romantic comedy', 'Romance Film', 'Comedy']","[Composer(id=32398, name='Michael Gore', birthday=None, gender=2, homepage=None, place_of_birth=None, date_first_appearance='1980-05-16')]"
6951,2007,15206.0,Mother of Tears,"['United States of America', 'Italy']",3119957.0,"['Cult', 'Horror', 'Supernatural']","[Composer(id=15055, name='Claudio Simonetti', birthday='1952-02-19', gender=2, homepage=None, place_of_birth='São Carlos, São Paulo, Brazil', date_first_appearance='1975-03-07')]"
6952,1968,26170.0,Coogan's Bluff,['United States of America'],3110000.0,"['Thriller', 'Crime Fiction', 'Chase Movie', 'Action Thrillers', 'Action/Adventure', 'Western', 'Drama', 'Action']","[Composer(id=9217, name='Lalo Schifrin', birthday='1932-06-21', gender=2, homepage=None, place_of_birth='Buenos Aires, Argentina', date_first_appearance='1958-10-23')]"
6953,1988,24924.0,Night of the Demons,['United States of America'],3109904.0,"['Horror', 'Comedy', 'Teen', 'Supernatural']","[Composer(id=92275, name='Dennis Michael Tenney', birthday=None, gender=2, homepage=None, place_of_birth=None, date_first_appearance='1988-10-14')]"
6954,2007,15156.0,Illegal Tender,['United States of America'],3106835.0,"['Crime Fiction', 'Thriller', 'Gangster Film', 'Indie', 'Action/Adventure', 'Drama', 'Crime Thriller', 'Action Thrillers', 'Action']",
6955,1992,34151.0,Blame It on the Bellboy,"['United States of America', 'United Kingdom']",3104545.0,"['Comedy of Errors', 'Comedy']","[Composer(id=7020, name='Trevor Jones', birthday=None, gender=2, homepage=None, place_of_birth=None, date_first_appearance='1981-04-10')]"
6956,2005,17186.0,Supercross,['United States of America'],3102550.0,"['Sports', 'Romance Film', 'Action', 'Drama']",
6957,1965,7506.0,Harum Scarum,['United States of America'],3100000.0,"['Romance Film', 'Musical', 'Comedy']",
6958,1951,22968.0,Father's Little Dividend,['United States of America'],3100000.0,"['Romance Film', 'Comedy', 'Domestic Comedy']","[Composer(id=1474372, name='Albert Sendrey', birthday=None, gender=0, homepage=None, place_of_birth=None, date_first_appearance='1951-04-05')]"
6959,2005,21905.0,Shabd,['India'],3100000.0,"['Romantic drama', 'Romance Film', 'Drama', 'World cinema']",
6960,1962,898.0,Birdman of Alcatraz,['United States of America'],3100000.0,"['Drama', 'Prison', 'Biopic [feature]']","[Composer(id=7182, name='Elmer Bernstein', birthday='1922-04-04', gender=2, homepage=None, place_of_birth='New York City, New York, USA', date_first_appearance='1952-08-07')]"
6961,1968,42633.0,No Way to Treat a Lady,['United States of America'],3100000.0,"['Thriller', 'Comedy film']","[Composer(id=40150, name='Stanley Myers', birthday='1933-10-06', gender=2, homepage=None, place_of_birth='Birmingham, England, UK', date_first_appearance='1965-01-06')]"
6962,2011,63686.0,Thor: Tales of Asgard,['United States of America'],3100000.0,"['Superhero', 'Animation', 'Action/Adventure', 'Anime', 'Fantasy', 'Action']",
6963,1981,74899.0,The Fan,['United States of America'],3100000.0,"['Thriller', 'Crime Fiction', 'Horror', 'Mystery', 'Drama', 'Suspense']","[Composer(id=14138, name='Pino Donaggio', birthday='1941-11-24', gender=2, homepage=None, place_of_birth='Burano, Veneto, Italy', date_first_appearance='1973-01-18')]"
6964,1957,142254.0,Jeanne Eagels,['United States of America'],3100000.0,"['Biographical film', 'Drama', 'Biopic [feature]']","[Composer(id=16748, name='George Duning', birthday='1908-02-25', gender=2, homepage=None, place_of_birth='Richmond, Indiana, USA', date_first_appearance='1944-10-05')]"
6965,1954,36191.0,Garden of Evil,['United States of America'],3100000.0,['Western'],"[Composer(id=1045, name='Bernard Herrmann', birthday='1911-06-29', gender=2, homepage=None, place_of_birth='New York City, New York, USA', date_first_appearance='1941-04-17')]"
6966,1955,43316.0,All That Heaven Allows,['United States of America'],3100000.0,"['Romantic drama', 'Romance Film', 'Melodrama', 'Drama']","[Composer(id=30104, name='Frank Skinner', birthday='1897-12-31', gender=2, homepage=None, place_of_birth='Meredosia, Illinois, USA', date_first_appearance='1938-06-03')]"
6967,1972,15516.0,The Last House on the Left,['United States of America'],3100000.0,"['Thriller', 'Cult', 'Horror', 'Indie', 'Slasher']","[Composer(id=101575, name='David Hess', birthday='1936-09-19', gender=2, homepage=None, place_of_birth='New York City, New York, USA', date_first_appearance='1972-08-30')]"
6968,1985,15982.0,The Legend of Billie Jean,['United States of America'],3099497.0,"['Crime Fiction', 'Indie', 'Chase Movie', 'Coming of age', 'Drama', 'Action', 'Teen']","[Composer(id=63923, name='Craig Safan', birthday='1948-12-17', gender=2, homepage=None, place_of_birth='Los Angeles, California, USA', date_first_appearance='1977-07-08')]"
6969,2006,27428.0,"To Sir, with Love",['South Korea'],3094683.0,"['Thriller', 'Horror', 'World cinema', 'Supernatural', 'Crime Thriller', 'Slasher']","[Composer(id=1299688, name='Kim Seong-hyeon', birthday='1970-08-24', gender=2, homepage=None, place_of_birth=None, date_first_appearance='2000-07-15')]"
6970,2002,13098.0,Paid in Full,['United States of America'],3090862.0,"['Crime Fiction', 'Action/Adventure', 'Period piece', 'Drama', 'Crime Thriller', 'Action']",
6971,1991,41804.0,All the World's Mornings,['France'],3089497.0,"['Romantic drama', 'Romance Film', 'Drama', 'World cinema']","[Composer(id=41523, name='Jordi Savall', birthday='1948-08-01', gender=2, homepage=None, place_of_birth='Igualada, Barcelona, Catalonia, Spain', date_first_appearance='1991-12-18')]"
6972,2005,19495.0,Nomad,['France'],3088685.0,"['Adventure', 'World cinema', 'Costume drama', 'Action/Adventure', 'Drama', 'War film']",
6973,2011,64720.0,Take Shelter,['United States of America'],3077604.0,"['Thriller', 'Drama']",
6974,1999,18892.0,Jawbreaker,['United States of America'],3076820.0,"['Black comedy', 'Satire', 'Comedy']","[Composer(id=21276, name='Stephen Endelman', birthday='1962-08-18', gender=2, homepage=None, place_of_birth='London, England, UK', date_first_appearance='1991-01-01')]"
6975,1988,49314.0,Dominick and Eugene,['United States of America'],3076031.0,"['Family Drama', 'Drama', 'Indie', 'Melodrama']","[Composer(id=7020, name='Trevor Jones', birthday=None, gender=2, homepage=None, place_of_birth=None, date_first_appearance='1981-04-10')]"
6976,1988,26172.0,Messenger of Death,['United States of America'],3074681.0,"['Thriller', 'Action/Adventure', 'Action Thrillers', 'Action', 'Mystery']","[Composer(id=98606, name='Robert O. Ragland', birthday='1931-07-03', gender=2, homepage=None, place_of_birth='Chicago, Illinois, USA', date_first_appearance='1969-09-30')]"
6977,2004,36223.0,Zebraman,['Japan'],3070596.0,"['Japanese Movies', 'World cinema', 'Superhero movie', 'Action Comedy', 'Action/Adventure', 'Comedy', 'Action']","[Composer(id=35633, name='Koji Endo', birthday='1964-01-01', gender=2, homepage='http://www.soundkids.jp/kojiendo/kojiendo.html', place_of_birth=None, date_first_appearance='1995-09-08')]"
6978,1992,31692.0,The Public Eye,['United States of America'],3067917.0,"['Thriller', 'Crime Fiction', 'Period piece', 'Drama', 'Gangster Film']","[Composer(id=4140, name='Mark Isham', birthday='1951-09-07', gender=2, homepage='http://www.isham.com', place_of_birth='New York City, New York, USA', date_first_appearance='1983-10-07')]"
